#1
double	default(10,11)
1	0	0	2e+07	4e+07	6e+07	8e+07	1e+08	1.2e+08	1.4e+08	1.6e+08
2	3.43e+07	8.29e+07	9.06e+07	9.84e+07	1.065e+08	1.148e+08	1.422e+08	1.709e+08	1.996e+08	2.284e+08
3	5.14e+07	1.26e+08	1.329e+08	1.402e+08	1.479e+08	1.558e+08	1.639e+08	1.723e+08	1.996e+08	2.284e+08
4	6.85e+07	1.694e+08	1.757e+08	1.824e+08	1.894e+08	1.968e+08	2.045e+08	2.125e+08	2.208e+08	2.292e+08
5	8.57e+07	2.135e+08	2.191e+08	2.252e+08	2.316e+08	2.384e+08	2.455e+08	2.53e+08	2.608e+08	2.689e+08
6	1.028e+08	2.591e+08	2.64e+08	2.693e+08	2.751e+08	2.812e+08	2.878e+08	2.947e+08	3.019e+08	3.095e+08
7	1.2e+08	3.061e+08	3.101e+08	3.146e+08	3.196e+08	3.251e+08	3.308e+08	3.368e+08	3.433e+08	3.501e+08
8	1.371e+08	3.532e+08	3.561e+08	3.597e+08	3.637e+08	3.682e+08	3.732e+08	3.786e+08	3.845e+08	3.907e+08
