#1
double	default(10,11)
1	0	0	3.56e+07	7.13e+07	1.069e+08	1.426e+08	1.783e+08	2.139e+08	2.495e+08	2.852e+08
2	5.14e+07	1.26e+08	1.386e+08	1.523e+08	1.669e+08	2.034e+08	2.546e+08	3.057e+08	3.576e+08	4.096e+08
3	7.71e+07	1.914e+08	2.023e+08	2.144e+08	2.276e+08	2.419e+08	2.568e+08	3.057e+08	3.576e+08	4.096e+08
4	1.029e+08	2.592e+08	2.682e+08	2.786e+08	2.902e+08	3.029e+08	3.167e+08	3.309e+08	3.576e+08	4.096e+08
5	1.286e+08	3.302e+08	3.367e+08	3.447e+08	3.542e+08	3.649e+08	3.768e+08	3.898e+08	4.038e+08	4.179e+08
6	1.543e+08	3.996e+08	4.037e+08	4.096e+08	4.171e+08	4.262e+08	4.361e+08	4.471e+08	4.591e+08	4.723e+08
7	1.8e+08	4.669e+08	4.683e+08	4.718e+08	4.771e+08	4.84e+08	4.924e+08	5.021e+08	5.131e+08	5.251e+08
8	2.057e+08	5.407e+08	5.392e+08	5.402e+08	5.433e+08	5.486e+08	5.558e+08	5.646e+08	5.749e+08	5.864e+08
