#1
double	default(10,11)
1	0	2.44e+07	4.88e+07	7.33e+07	9.77e+07	1.222e+08	1.466e+08	1.711e+08	1.955e+08	2.2e+08
2	1.044e+08	1.98e+08	2.28e+08	2.23e+08	2.25e+08	2.58e+08	2.6e+08	2.44e+08	2.22e+08	2.25e+08
3	1.566e+08	2.98e+08	3.14e+08	3.24e+08	3.33e+08	3.4e+08	3.42e+08	3.223e+08	2.92e+08	2.96e+08
4	2.088e+08	3.97e+08	4.12e+08	4.19e+08	4.31e+08	4.43e+08	4.51e+08	4.24e+08	3.84e+08	3.9e+08
5	2.611e+08	4.96e+08	5.09e+08	5.17e+08	5.27e+08	5.39e+08	5.48e+08	5.58e+08	5.06e+08	5.13e+08
6	3.133e+08	5.96e+08	6.07e+08	6.17e+08	6.26e+08	6.36e+08	6.47e+08	6.56e+08	6.66e+08	6.76e+08
7	3.655e+08	6.95e+08	7.06e+08	7.14e+08	7.26e+08	7.36e+08	7.45e+08	7.54e+08	7.64e+08	7.74e+08
8	4.177e+08	7.94e+08	8.04e+08	8.14e+08	8.25e+08	8.33e+08	8.43e+08	8.53e+08	8.62e+08	8.72e+08
9	4.7e+08	8.94e+08	9e+08	9.33e+08	9.35e+08	9.36e+08	9.46e+08	9.56e+08	9.66e+08	9.74e+08
