#1
double	default(366,2)
0	2.236727
86400	2.247502
172800	2.336641
259200	2.306431
345600	2.285961
432000	2.315428
518400	2.30477
604800	2.207601
691200	2.197017
777600	2.348227
864000	2.407801
950400	2.491481
1036800	2.542639
1123200	2.572216
1209600	2.66433
1296000	2.542505
1382400	2.627477
1468800	2.588247
1555200	2.538237
1641600	2.662865
1728000	2.670744
1814400	2.886594
1900800	2.943054
1987200	2.989053
2073600	3.052583
2160000	3.330244
2246400	4.1481
2332800	6.479915
2419200	6.749285
2505600	9.542076
2592000	9.458882
2678400	10.95131
2764800	10.95296
2851200	10.95344
2937600	10.95649
3024000	8.51898
3110400	6.516516
3196800	6.861676
3283200	5.409718
3369600	4.831176
3456000	3.341923
3542400	3.017112
3628800	2.82347
3715200	2.852403
3801600	2.64732
3888000	2.542291
3974400	2.623125
4060800	2.671482
4147200	2.611739
4233600	2.469682
4320000	2.281277
4406400	2.165526
4492800	2.289333
4579200	2.357311
4665600	2.464514
4752000	2.251699
4838400	2.198242
4924800	2.165952
5011200	2.285561
5097600	2.300151
5184000	2.321304
5270400	2.381806
5356800	2.487226
5443200	2.534612
5529600	2.433137
5616000	2.354082
5702400	2.209536
5788800	2.196019
5875200	2.186787
5961600	2.137396
6048000	2.136924
6134400	2.165292
6220800	2.119416
6307200	2.155024
6393600	2.108356
6480000	2.172297
6566400	2.093568
6652800	1.95455
6739200	1.987198
6825600	1.902193
6912000	1.946235
6998400	1.960627
7084800	2.094534
7171200	1.944823
7257600	1.867662
7344000	1.996929
7430400	2.032488
7516800	2.169189
7603200	2.277748
7689600	2.306636
7776000	2.492345
7862400	2.499458
7948800	2.471877
8035200	2.514641
8121600	2.554262
8208000	2.558016
8294400	2.425059
8380800	2.154043
8467200	2.116015
8553600	2.157411
8640000	2.155139
8726400	2.121357
8812800	2.118633
8899200	2.241584
8985600	2.243285
9072000	2.129833
9158400	1.962115
9244800	1.933344
9331200	1.979051
9417600	2.102279
9504000	2.052386
9590400	2.029128
9676800	1.917287
9763200	1.735648
9849600	1.617503
9936000	1.636214
1.00224e+07	1.572406
1.01088e+07	1.437936
1.01952e+07	1.463873
1.02816e+07	1.491381
1.0368e+07	1.466485
1.04544e+07	1.510697
1.05408e+07	1.695573
1.06272e+07	1.860976
1.07136e+07	2.02366
1.08e+07	1.729347
1.08864e+07	1.476056
1.09728e+07	1.307596
1.10592e+07	1.227851
1.11456e+07	1.641559
1.1232e+07	1.718399
1.13184e+07	1.707482
1.14048e+07	1.805941
1.14912e+07	1.919743
1.15776e+07	1.968869
1.1664e+07	1.731315
1.17504e+07	1.4856
1.18368e+07	1.222073
1.19232e+07	1.048416
1.20096e+07	1.01794
1.2096e+07	1.016283
1.21824e+07	1.015218
1.22688e+07	1.021384
1.23552e+07	1.014483
1.24416e+07	1.015652
1.2528e+07	1.015052
1.26144e+07	1.119111
1.27008e+07	1.299942
1.27872e+07	1.365529
1.28736e+07	1.523227
1.296e+07	1.652708
1.30464e+07	1.718995
1.31328e+07	1.732011
1.32192e+07	1.743248
1.33056e+07	1.783665
1.3392e+07	1.48686
1.34784e+07	1.332072
1.35648e+07	1.409654
1.36512e+07	1.379767
1.37376e+07	1.336343
1.3824e+07	1.351784
1.39104e+07	1.429984
1.39968e+07	1.447573
1.40832e+07	1.328828
1.41696e+07	1.241539
1.4256e+07	1.205736
1.43424e+07	1.155383
1.44288e+07	1.186342
1.45152e+07	1.110845
1.46016e+07	1.047847
1.4688e+07	1.05082
1.47744e+07	1.08158
1.48608e+07	1.251085
1.49472e+07	1.302377
1.50336e+07	1.36495
1.512e+07	1.402744
1.52064e+07	1.128046
1.52928e+07	1.018879
1.53792e+07	1.234076
1.54656e+07	1.0173
1.5552e+07	1.050311
1.56384e+07	1.023152
1.57248e+07	1.018414
1.58112e+07	1.019515
1.58976e+07	1.303272
1.5984e+07	1.019308
1.60704e+07	1.020033
1.61568e+07	1.015508
1.62432e+07	1.016129
1.63296e+07	1.057634
1.6416e+07	1.174692
1.65024e+07	1.223589
1.65888e+07	1.202746
1.66752e+07	1.245845
1.67616e+07	1.270581
1.6848e+07	1.195698
1.69344e+07	1.182249
1.70208e+07	1.25666
1.71072e+07	1.291137
1.71936e+07	1.292522
1.728e+07	1.243304
1.73664e+07	1.070267
1.74528e+07	1.01975
1.75392e+07	0
1.76256e+07	0
1.7712e+07	0
1.77984e+07	0
1.78848e+07	1.017856
1.79712e+07	1.096704
1.80576e+07	1.145989
1.8144e+07	1.014831
1.82304e+07	1.577387
1.83168e+07	1.017098
1.84032e+07	1.015279
1.84896e+07	1.016361
1.8576e+07	1.015314
1.86624e+07	1.052945
1.87488e+07	1.061741
1.88352e+07	1.110816
1.89216e+07	1.146659
1.9008e+07	1.104404
1.90944e+07	1.103956
1.91808e+07	1.076719
1.92672e+07	1.033606
1.93536e+07	1.019116
1.944e+07	1.044985
1.95264e+07	1.018658
1.96128e+07	0
1.96992e+07	0
1.97856e+07	0
1.9872e+07	0
1.99584e+07	0
2.00448e+07	1.020091
2.01312e+07	1.066237
2.02176e+07	1.043113
2.0304e+07	1.090119
2.03904e+07	1.092659
2.04768e+07	1.071372
2.05632e+07	1.021431
2.06496e+07	1.028716
2.0736e+07	1.132
2.08224e+07	1.250503
2.09088e+07	1.243797
2.09952e+07	1.173797
2.10816e+07	1.130828
2.1168e+07	1.154322
2.12544e+07	1.227576
2.13408e+07	1.207166
2.14272e+07	1.144765
2.15136e+07	1.038399
2.16e+07	1.019192
2.16864e+07	1.055844
2.17728e+07	1.290402
2.18592e+07	1.459165
2.19456e+07	1.474305
2.2032e+07	1.40784
2.21184e+07	1.345612
2.22048e+07	1.330398
2.22912e+07	1.358502
2.23776e+07	1.568668
2.2464e+07	1.664015
2.25504e+07	1.655266
2.26368e+07	1.74152
2.27232e+07	1.765691
2.28096e+07	1.74048
2.2896e+07	1.671135
2.29824e+07	1.69291
2.30688e+07	1.661972
2.31552e+07	1.63187
2.32416e+07	1.642886
2.3328e+07	1.641051
2.34144e+07	1.687317
2.35008e+07	1.573377
2.35872e+07	1.535687
2.36736e+07	1.705097
2.376e+07	1.709427
2.38464e+07	1.762099
2.39328e+07	1.811153
2.40192e+07	1.851182
2.41056e+07	1.925714
2.4192e+07	1.925446
2.42784e+07	1.951929
2.43648e+07	2.007048
2.44512e+07	1.937845
2.45376e+07	2.000084
2.4624e+07	2.033815
2.47104e+07	2.020607
2.47968e+07	1.923431
2.48832e+07	1.659781
2.49696e+07	1.536183
2.5056e+07	1.461231
2.51424e+07	1.431011
2.52288e+07	1.482641
2.53152e+07	1.556934
2.54016e+07	1.636132
2.5488e+07	1.776501
2.55744e+07	2.200895
2.56608e+07	2.38365
2.57472e+07	2.483166
2.58336e+07	2.516573
2.592e+07	2.406836
2.60064e+07	2.409147
2.60928e+07	2.386287
2.61792e+07	2.308916
2.62656e+07	2.301931
2.6352e+07	2.273645
2.64384e+07	2.255978
2.65248e+07	2.276675
2.66112e+07	2.091969
2.66976e+07	2.057594
2.6784e+07	2.038474
2.68704e+07	2.077812
2.69568e+07	1.949797
2.70432e+07	1.95015
2.71296e+07	2.068411
2.7216e+07	2.235548
2.73024e+07	2.444973
2.73888e+07	2.655137
2.74752e+07	2.71075
2.75616e+07	2.536657
2.7648e+07	2.535755
2.77344e+07	2.416667
2.78208e+07	2.435559
2.79072e+07	2.275571
2.79936e+07	2.375585
2.808e+07	2.468481
2.81664e+07	2.252388
2.82528e+07	2.24003
2.83392e+07	2.231987
