#1
double	default(366,2)
0	0.3704308
86400	0.3897401
172800	0.4366149
259200	0.4543049
345600	0.4573871
432000	0.4837959
518400	0.4748459
604800	0.4687813
691200	0.4775114
777600	0.4743538
864000	0.4460444
950400	0.4430424
1036800	0.4872283
1123200	0.504876
1209600	0.529808
1296000	0.5456194
1382400	0.5547607
1468800	0.5853488
1555200	0.5455779
1641600	0.5728794
1728000	0.5597157
1814400	0.5442589
1900800	0.5848533
1987200	0.5875193
2073600	0.6588146
2160000	0.6782739
2246400	0.6942981
2332800	0.7167242
2419200	0.8023014
2505600	1.016807
2592000	1.623479
2678400	1.693772
2764800	2.447388
2851200	2.423495
2937600	2.893312
3024000	2.971836
3110400	3.012756
3196800	2.927502
3283200	2.167622
3369600	1.633031
3456000	1.723101
3542400	1.344208
3628800	1.193265
3715200	0.8055823
3801600	0.7040723
3888000	0.6371931
3974400	0.6471031
4060800	0.5795936
4147200	0.5455118
4233600	0.5714067
4320000	0.5877689
4406400	0.5675542
4492800	0.5232069
4579200	0.4673934
4665600	0.4341111
4752000	0.4697802
4838400	0.4899195
4924800	0.521676
5011200	0.4586307
5097600	0.4433898
5184000	0.4342319
5270400	0.4686627
5356800	0.4729851
5443200	0.479252
5529600	0.4971756
5616000	0.5284928
5702400	0.5431385
5788800	0.5123812
5875200	0.4889632
5961600	0.4465929
6048000	0.4427594
6134400	0.4401411
6220800	0.4261329
6307200	0.425999
6393600	0.4340448
6480000	0.4211347
6566400	0.4311325
6652800	0.4180748
6739200	0.4360314
6825600	0.4139833
6912000	0.3761041
6998400	0.3848304
7084800	0.3621986
7171200	0.3738816
7257600	0.3777284
7344000	0.4142505
7430400	0.3735042
7516800	0.3534483
7603200	0.3874312
7689600	0.3970844
7776000	0.4351501
7862400	0.4663479
7948800	0.4749066
8035200	0.5300748
8121600	0.5322735
8208000	0.523857
8294400	0.5369661
8380800	0.5492117
8467200	0.5503719
8553600	0.5099883
8640000	0.4308543
8726400	0.4201938
8812800	0.4318096
8899200	0.4311653
8985600	0.4216718
9072000	0.4209181
9158400	0.4556823
9244800	0.4561647
9331200	0.4240168
9417600	0.378126
9504000	0.3704363
9590400	0.3826528
9676800	0.4163934
9763200	0.4025895
9849600	0.3961549
9936000	0.3661443
1.00224e+07	0.3206224
1.01088e+07	0.2925841
1.01952e+07	0.2969811
1.02816e+07	0.2819862
1.0368e+07	0.2524963
1.04544e+07	0.2580915
1.05408e+07	0.2640259
1.06272e+07	0.2586551
1.07136e+07	0.2681929
1.08e+07	0.3110305
1.08864e+07	0.3517541
1.09728e+07	0.3946419
1.10592e+07	0.3191143
1.11456e+07	0.2607199
1.1232e+07	0.2271402
1.13184e+07	0.2137116
1.14048e+07	0.2982371
1.14912e+07	0.3164938
1.15776e+07	0.3138809
1.1664e+07	0.3378076
1.17504e+07	0.3668009
1.18368e+07	0.3799313
1.19232e+07	0.3195852
1.20096e+07	0.2627787
1.2096e+07	0.2127387
1.21824e+07	0.186624
1.22688e+07	0.1870307
1.23552e+07	0.1857196
1.24416e+07	0.1848763
1.2528e+07	0.184531
1.26144e+07	0.1842952
1.27008e+07	0.1840872
1.27872e+07	0.1847453
1.28736e+07	0.1952611
1.296e+07	0.2258514
1.30464e+07	0.2383713
1.31328e+07	0.2708958
1.32192e+07	0.3008572
1.33056e+07	0.3166365
1.3392e+07	0.319752
1.34784e+07	0.3224415
1.35648e+07	0.3321629
1.36512e+07	0.2630505
1.37376e+07	0.2318793
1.3824e+07	0.2469334
1.39104e+07	0.2411341
1.39968e+07	0.2327081
1.40832e+07	0.2357041
1.41696e+07	0.2508781
1.4256e+07	0.2545753
1.43424e+07	0.2312499
1.44288e+07	0.2160165
1.45152e+07	0.2099875
1.46016e+07	0.201441
1.4688e+07	0.2067157
1.47744e+07	0.1938529
1.48608e+07	0.18658
1.49472e+07	0.1868101
1.50336e+07	0.1891918
1.512e+07	0.2176241
1.52064e+07	0.2262615
1.52928e+07	0.2382589
1.53792e+07	0.2455925
1.54656e+07	0.1967836
1.5552e+07	0.1877739
1.56384e+07	0.228824
1.57248e+07	0.1865243
1.58112e+07	0.1867707
1.58976e+07	0.1846679
1.5984e+07	0.1874062
1.60704e+07	0.1882774
1.61568e+07	0.2415996
1.62432e+07	0.1881137
1.63296e+07	0.1886868
1.6416e+07	0.1851063
1.65024e+07	0.1855975
1.65888e+07	0.1873377
1.66752e+07	0.2047309
1.67616e+07	0.2129939
1.6848e+07	0.209484
1.69344e+07	0.2167417
1.70208e+07	0.2209071
1.71072e+07	0.2082972
1.71936e+07	0.2060184
1.728e+07	0.2185629
1.73664e+07	0.2243687
1.74528e+07	0.2246018
1.75392e+07	0.2163138
1.76256e+07	0.1883159
1.7712e+07	0.1884635
1.77984e+07	0
1.78848e+07	0
1.79712e+07	0
1.80576e+07	0
1.8144e+07	0.1869647
1.82304e+07	0.1914436
1.83168e+07	0.1998406
1.84032e+07	0.1845705
1.84896e+07	0.292209
1.8576e+07	0.1863648
1.86624e+07	0.1849246
1.87488e+07	0.1857813
1.88352e+07	0.1849527
1.89216e+07	0.1869747
1.9008e+07	0.1876557
1.90944e+07	0.193848
1.91808e+07	0.1999548
1.92672e+07	0.1927555
1.93536e+07	0.1926792
1.944e+07	0.1888154
